Family	Genus	Species	Latitude	Longitude	References
Rhincodontidae	Rhincodon	Rhincodon typus	16.069517	-87.004717	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	21.733333	-87.000278	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.095767	-87.000083	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.083333	-87	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.11485	-86.997833	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.12245	-86.99695	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	21.727222	-86.987778	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.146667	-86.9785	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.117067	-86.9713	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.116944	-86.970833	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.104017	-86.968683	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.13645	-86.9634	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.12175	-86.954967	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.121683	-86.954917	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.1	-86.95	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.137817	-86.935583	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.133333	-86.933333	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.1309	-86.9209	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.1312	-86.9135	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.1312	-86.9135	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.1312	-86.9135	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.1312	-86.9135	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.1312	-86.9135	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.128333	-86.9125	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.129233	-86.91125	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	21.610278	-86.908333	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	21.611111	-86.907778	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.134917	-86.9045	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.139183	-86.904067	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.155167	-86.901683	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.157017	-86.900167	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.153517	-86.900167	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	21.614722	-86.891667	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	21.614722	-86.891389	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	21.609167	-86.888611	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.135067	-86.886017	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.133117	-86.880233	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.156667	-86.878667	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	21.611944	-86.878333	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.147778	-86.876667	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.14525	-86.876433	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	21.585	-86.875833	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.137517	-86.875433	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.136117	-86.87355	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	21.595278	-86.871667	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.14215	-86.869667	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	21.55	-86.866667	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.134783	-86.866533	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.131389	-86.866389	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.148217	-86.864333	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.107667	-86.864	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.107667	-86.864	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.107667	-86.864	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.131367	-86.863583	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.13215	-86.86355	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.117067	-86.8612	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	21.590783	-86.860433	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.1226	-86.860183	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	21.591033	-86.85975	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.131183	-86.85895	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.165556	-86.858333	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.115833	-86.857778	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.115833	-86.857778	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.11215	-86.85685	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.161389	-86.853611	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.128283	-86.85315	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.128283	-86.85315	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.100467	-86.853117	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.100467	-86.853117	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	21.583333	-86.853056	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	21.555983	-86.851933	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.123333	-86.851111	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.123333	-86.851111	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	21.55	-86.85	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.1	-86.85	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.1	-86.85	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.132183	-86.849267	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.099167	-86.847167	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.125867	-86.847083	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.093617	-86.845017	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.116733	-86.844817	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.0861	-86.84325	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.102778	-86.842222	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.091083	-86.841483	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.11815	-86.837167	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.133367	-86.835317	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.136111	-86.835278	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	21.570278	-86.835	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.121983	-86.834183	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	21.6075	-86.833333	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.166667	-86.833333	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.083333	-86.833333	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	21.571944	-86.833056	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	21.566717	-86.8315	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	21.573611	-86.828889	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	21.573611	-86.828889	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	21.564722	-86.828611	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.0936	-86.828167	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.136567	-86.826983	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	21.541944	-86.8225	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	21.561944	-86.820556	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.06355	-86.820367	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	21.569167	-86.818611	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	16.120817	-86.818317	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	21.569167	-86.818056	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	21.565278	-86.815	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	21.560556	-86.814167	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	21.552278	-86.807778	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	22.564444	-86.794167	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	30.606	-86.780833	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	21.599167	-86.725	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	21.476917	-86.625267	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	21.472222	-86.625	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	21.475567	-86.624267	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	21.4742	-86.62035	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	21.500278	-86.6025	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	21.499722	-86.602222	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	21.499444	-86.602222	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	21.499167	-86.601667	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	28.9077	-85.9308	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	28.9077	-85.9308	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	10.335056	-85.480556	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	29.415278	-84.334167	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-2.55	-84.15	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	24.182	-84.0565	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	24.182	-84.0565	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-2.383333	-84.016667	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	27.583333	-82.916667	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	26.166667	-82.833333	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	8.233333	-82.766667	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	23.083333	-82.5	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	23.133333	-82.4	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	23.133333	-82.4	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	23.183333	-82.283333	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	26.25	-81.966667	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	24.7	-81.116667	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	24.7	-81.1	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	24.7	-81.083333	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	29.266667	-81.05	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	24.85	-80.616667	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	25.133333	-80.25	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	25.444733	-80.117433	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-3	-80	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	8.783333	-79.55	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	8.816667	-79.266667	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	25.716667	-79.2	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	3.1	-78.3	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	2.78333	-78.1	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	33.883333	-77.933333	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	33.883333	-77.933333	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	24.747222	-77.780556	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-11.95	-76.95	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	24.616667	-76.183333	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	24.633333	-76.166667	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	9.666667	-75.65	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	11.3	-74.1667	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	25	-74	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	19.1	-72.7	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-20.216667	-70.15	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	12.474167	-69.995833	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	17.88835	-67.997983	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	31.95	-65.183333	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	10.216667	-64.633333	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	10.5	-63.983333	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	42.033333	-62.933333	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	10.316667	-62.05	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	15.215556	-61.370556	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	12	-61	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-31.2667	-50.2667	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-30.65	-50.0167	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-28.0667	-48.3167	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-24.245	-46.8883	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-26.7733	-46.7833	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-24.5333	-46.5833	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-24.05	-45.5	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-25.1767	-45.1683	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-24.3333	-44.9333	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-22.9667	-42.0333	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-22.9683	-42.0333	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-22.415	-41.715	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-22.7317	-40.83	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-22.7033	-40.69	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-22.37	-40.4183	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-22.1733	-40.2883	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-2.83333	-40.1	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-9.03333	-35.1167	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-3.85	-32.3783	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	0.933333	-29.3667	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	0.92	-29.3433	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	37.7	-25.666667	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	36.933333	-25.15	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	36.882083	-25.019783	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	36.882083	-25.019783	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	36.882083	-25.019783	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	2.667	-18.7	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	3.433333	-17.383333	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	28.288889	-16.696667	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	0	-12.5	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	2.131667	-9.065278	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	4.466667	-6.4	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	5.1	-4.1	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	2	2	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	2	2	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-13.766667	8.866667	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-15.8333	12.1667	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-32.7833	17.8833	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-32.7833	17.8833	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-33.1717	18.0317	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-33.175	18.0367	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-33.4	18.09	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-33.4	18.09	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-32.7667	18.1483	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-33.4	18.2267	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-34.135	18.31	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-32.09	18.3133	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-33.5	18.3133	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-34.1167	18.3167	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-34.1167	18.3167	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-31.7583	18.3283	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-32.3117	18.34	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-33.805	18.3633	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-34.1867	18.3667	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-34.2	18.3733	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-33.966667	18.416666	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-33.967	18.417	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-34.35	18.417	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-33.7167	18.4333	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-33.7167	18.4333	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-33.68	18.435	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-33.7217	18.4483	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-34.166667	18.45	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-34.35	18.46666	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-34.35	18.483333	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-33.88	18.4867	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-34.345	21.8933	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-34.19	22.03	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-34.19	22.03	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-34.0683	24.2033	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-34.2	24.816667	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-34.2	24.816667	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-34.2083	24.8567	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-34.2083	24.8567	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-33.97	25.2233	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-33.765	26.3267	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-33.6	26.916667	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-33.5817	26.935	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-33.6	26.983333	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-33.5683	27.015	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-33.5233	27.1117	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-33.4967	27.1317	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-33	27.933333	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-33	27.945	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-31.05	30.2333	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-31.0367	30.2417	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-30.8233	30.405	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-30.7433	30.4633	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-30.6783	30.5117	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-30.6783	30.5117	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-30.6133	30.5567	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-30.6133	30.5567	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-30.4917	30.6433	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-30.45	30.65	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-30.45	30.66	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-30.3817	30.7017	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-30.32	30.74	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-30.3	30.75	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-30.08	30.8683	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-30.08	30.8683	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-30.08	30.8683	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-30.0583	30.8883	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-29.85	31.04	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-29.866667	31.066667	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-29.866667	31.066667	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-29.75	31.08	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-29.54	31.2083	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-29.45	31.2883	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-29.2217	31.505	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-28.6267	32.3017	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-28.1	32.5617	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-28.133333	32.566666	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-27.9283	32.6017	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-27.9283	32.6017	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-27.9283	32.6017	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-27.9283	32.6017	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-27.7167	32.6167	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-27.658533	32.653583	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-26.5	32.683333	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-27.488333	32.688333	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-27.48875	32.689667	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-26.843333	32.900556	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-26.780867	32.902733	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-26.780867	32.902733	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-26.780867	32.902733	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	27.501111	33.788611	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	27.183333	33.95	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	27	34	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	27.783333	34.216667	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	27.773333	34.216667	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	27.766389	34.251944	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	27.766667	34.253333	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	27.766667	34.253333	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	27.766667	34.256667	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	27.788333	34.2575	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	27.725833	34.258889	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	27.725556	34.258889	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	27.791944	34.261111	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	27.791944	34.261111	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	27.792	34.2625	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	27.792	34.2625	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	27.792	34.2625	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	27.85	34.318333	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	27.882417	34.325667	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	27.882417	34.325667	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	27.9232	34.370483	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	27.9232	34.370483	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	27.96045	34.398133	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	27.951944	34.409722	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	27.972222	34.460278	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	26.3118	34.844083	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	26.3118	34.844083	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	25.311389	34.86	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	25.30635	34.86325	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	24.835617	34.913	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	29.508333	34.91875	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	24.690556	35.071944	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	25.666667	35.166667	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-24.4167	35.1667	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	24.7875	35.181389	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-23.516667	35.316667	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-23.516667	35.316667	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-23.867944	35.390278	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-23.867944	35.390278	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-23.867944	35.390278	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-23.867944	35.390278	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-23.867944	35.390278	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-23.867944	35.390278	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-23.867944	35.390278	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-23.867944	35.390278	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-23.867944	35.390278	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-23.867944	35.390278	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-23.867944	35.390278	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-23.867944	35.390278	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-23.867944	35.390278	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-23.867944	35.390278	FishBase
Rhincodontidae	Rhincodon	Rhincodon typus	-23.867944	35.390278	FishBase
